0,1,2,3
Other presidential candidates,Mostly Republican politicians,“phony”,http://twitter.com/realDonaldTrump/status/690912264094781440
Other presidential candidates,Mostly Republican politicians,“all talk and no action”,http://twitter.com/realDonaldTrump/status/690912264094781440
Other presidential candidates,Mostly Republican politicians,“not only breaking the spirit of the law but the law itself”,https://twitter.com/realDonaldTrump/status/658653367716155392
Other presidential candidates,Mostly Republican politicians,“what the other candidates are doing is a disgrace”,https://twitter.com/realDonaldTrump/status/658653175126302720
Vladimir Putin,President of Russia,“responsible for backing Animal Assad”,https://twitter.com/realDonaldTrump/status/982966315467116544
Lisa Page,Former F.B.I. aide,“clown”,https://twitter.com/realDonaldTrump/status/1028269328246947840
Lisa Page,Former F.B.I. aide,“loser”,https://twitter.com/realDonaldTrump/status/1028269328246947840
Lisa Page,Former F.B.I. aide,“FBI Lover/Agent”,https://twitter.com/realDonaldTrump/status/1017286281867481089
Lisa Page,Former F.B.I. aide,“dodging a Subpoena”,https://twitter.com/realDonaldTrump/status/1017286281867481089
Lisa Page,Former F.B.I. aide,“lies”,https://twitter.com/realDonaldTrump/status/1017286281867481089
Lisa Page,Former F.B.I. aide,“So much corruption”,https://twitter.com/realDonaldTrump/status/1017286281867481089
Lisa Page,Former F.B.I. aide,“FBI lover”,https://twitter.com/realDonaldTrump/status/1016693575344504832
Lisa Page,Former F.B.I. aide,“Total disgrace!”,https://twitter.com/realDonaldTrump/status/1016693575344504832
Lisa Page,Former F.B.I. aide,“FBI lover”,https://twitter.com/realDonaldTrump/status/1015697664514674689
Lisa Page,Former F.B.I. aide,“may hold the record for the most Emails in the shortest period of time”,https://twitter.com/realDonaldTrump/status/993483042177118208
Pakistan,,“take our money and do nothing for us”,https://twitter.com/realDonaldTrump/status/1064544156960387072
Pakistan,,“we pay billions of dollars to for nothing”,https://twitter.com/realDonaldTrump/status/948322496591384576
The Palestinian territories,,“we pay the Palestinians HUNDRED OF MILLIONS OF DOLLARS a year and get no appreciation or respect”,https://twitter.com/realDonaldTrump/status/948322496591384576
George Papadopoulos,Former foreign policy adviser to Trump campaign,“low level”,https://twitter.com/realDonaldTrump/status/925335577217683456
George Papadopoulos,Former foreign policy adviser to Trump campaign,“has already proven to be a liar”,https://twitter.com/realDonaldTrump/status/925335577217683456
Paris Climate Accords,,“fatally flawed”,https://twitter.com/realDonaldTrump/status/1070089365995642881
Paris Climate Accords,,“whitewashing some of the worst polluters”,https://twitter.com/realDonaldTrump/status/1070089365995642881
George Pataki,Former New York governor,“so easy to beat!”,https://twitter.com/realDonaldTrump/status/668090367284281344
George Pataki,Former New York governor,“did a terrible job”,https://twitter.com/realDonaldTrump/status/643056922308939776
George Pataki,Former New York governor,“registers ZERO in the polls”,https://twitter.com/realDonaldTrump/status/643056922308939776
George Pataki,Former New York governor,“did a terrible job”,https://twitter.com/realDonaldTrump/status/636158507318943744
George Pataki,Former New York governor,“couldn't be elected dog catcher if he ran again”,https://twitter.com/realDonaldTrump/status/616353051432079360
George Pataki,Former New York governor,"“terrible governor of NY, one of the worst”",https://twitter.com/realDonaldTrump/status/616352974818906112
Rand Paul,United States senator,“will forever (future political campaigns) be known as 'the Republican who saved ObamaCare.'”,https://twitter.com/realDonaldTrump/status/911173124976193536
Rand Paul,United States senator,“such a negative force when it comes to fixing healthcare”,https://twitter.com/realDonaldTrump/status/910476107287269376
Rand Paul,United States senator,“failed presidential candidate”,https://twitter.com/realDonaldTrump/status/706149793697902592
Rand Paul,United States senator,“made a fool of himself”,https://twitter.com/realDonaldTrump/status/706149793697902592
Rand Paul,United States senator,“lowly”,https://twitter.com/realDonaldTrump/status/680151064188948480
Rand Paul,United States senator,“didn't get the right gene”,https://twitter.com/realDonaldTrump/status/642788935530344448
Rand Paul,United States senator,“Lightweight”,https://twitter.com/realDonaldTrump/status/642788749030608896
Rand Paul,United States senator,“Why is @RandPaul allowed to take advantage of the people of Kentucky”,https://twitter.com/realDonaldTrump/status/630907466008653824
Rand Paul,United States senator,“truly weird”,https://twitter.com/realDonaldTrump/status/630901938608017413
Rand Paul,United States senator,“reminds me of a spoiled brat without a properly functioning brain”,https://twitter.com/realDonaldTrump/status/630901938608017413
Nancy Pelosi,U.S. House minority leader,"“a wonderful person whose ideas & policies may be bad, but who should definitely be given a 4th chance”",https://twitter.com/realDonaldTrump/status/1028030912095838208
Nancy Pelosi,U.S. House minority leader,“trying very hard & has every right to take down the Democrat Party”,https://twitter.com/realDonaldTrump/status/1028030912095838208
Nancy Pelosi,U.S. House minority leader,“will Make America Weak Again!”,https://twitter.com/realDonaldTrump/status/1011931656230526976
Nancy Pelosi,U.S. House minority leader,“want to protect illegal immigrants far more than the citizens of our country”,https://twitter.com/realDonaldTrump/status/1010569562138406912
Nancy Pelosi,U.S. House minority leader,“weak on Crime and Border security”,https://twitter.com/realDonaldTrump/status/1009775416456941568
Nancy Pelosi,U.S. House minority leader,“used to want Border security - now he’ll take Crime!”,https://twitter.com/realDonaldTrump/status/1009775416456941568
Nancy Pelosi,U.S. House minority leader,“did NOTHING about North Korea”,https://twitter.com/realDonaldTrump/status/1005028243760611328
Nancy Pelosi,U.S. House minority leader,“wanting to end the big Tax Cuts and Raise Taxes”,https://twitter.com/realDonaldTrump/status/994176238846664706
Nancy Pelosi,U.S. House minority leader,“going absolutely crazy”,https://twitter.com/realDonaldTrump/status/987282387196436480
Nancy Pelosi,U.S. House minority leader,“want illegal immigrants flooding into our Country unchecked”,https://twitter.com/realDonaldTrump/status/935513049729028096
Nancy Pelosi,U.S. House minority leader,“weak on Crime”,https://twitter.com/realDonaldTrump/status/935513049729028096
Nancy Pelosi,U.S. House minority leader,“want to substantially RAISE Taxes”,https://twitter.com/realDonaldTrump/status/935513049729028096
Dana Perino,Former White House press secretary,“just not getting there”,https://twitter.com/realDonaldTrump/status/624402452863938560
Rick Perry,Former Texas governor,“did an absolutely horrible job of securing the border”,https://twitter.com/realDonaldTrump/status/623500394686251008
Rick Perry,Former Texas governor,“should be ashamed of himself”,https://twitter.com/realDonaldTrump/status/623500394686251008
Rick Perry,Former Texas governor,“failed on the border”,https://twitter.com/realDonaldTrump/status/621783757532626944
Rick Perry,Former Texas governor,“should be forced to take an IQ test”,https://twitter.com/realDonaldTrump/status/621783757532626944
Rick Perry,Former Texas governor,“doesn't understand what the word demagoguery means”,https://twitter.com/realDonaldTrump/status/621783444083884037
Rick Perry,Former Texas governor,“failed at the border”,https://twitter.com/realDonaldTrump/status/617705622251917312
Rick Perry,Former Texas governor,“needs a new pair of glasses”,https://twitter.com/realDonaldTrump/status/617705622251917312
Collin Peterson,U.S. congressman,“Pelosi Liberal Puppet”,https://twitter.com/realDonaldTrump/status/1038437927506923521
Pfizer,Pharmaceutical company,“should be ashamed that they have raised drug prices for no reason”,https://twitter.com/realDonaldTrump/status/1016368503723577344
Pfizer,Pharmaceutical company,"“taking advantage of the poor & others unable to defend themselves, while at the same time giving bargain basement prices to other countries in Europe & elsewhere”",https://twitter.com/realDonaldTrump/status/1016368503723577344
John Podesta,"Former chairman, Hillary Clinton's presidential campaign",“Disgraceful!”,http://twitter.com/realDonaldTrump/status/883229270943911936
Tony Podesta,Prominent lobbyist and Democratic donor; brother to John Podesta,"“a VERY well connected Democrat working in the Swamp of Washington, D.C.”",https://twitter.com/realDonaldTrump/status/998202784683053056
A podium in the Oval Office,,“looks odd”,https://twitter.com/realDonaldTrump/status/673667868261752833
A podium in the Oval Office,,“not good”,https://twitter.com/realDonaldTrump/status/673667868261752833
Jared Polis,candidate for governor of Colorado,“weak on crime and weak on borders”,https://twitter.com/realDonaldTrump/status/1058065457851351040
Jared Polis,candidate for governor of Colorado,“could never do the job”,https://twitter.com/realDonaldTrump/status/1058065457851351040
Political ads in Indiana,,“false and phony”,https://twitter.com/realDonaldTrump/status/725677423195512833
‘Politically correct fools’,,“won't even call it what it is - RADICAL ISLAM!”,https://twitter.com/realDonaldTrump/status/749989709275885568
‘Politically correct fools’,,“stop wasting time and energy on nonsense”,https://twitter.com/realDonaldTrump/status/629992743788523520
Politicians,,“dumb”,https://twitter.com/realDonaldTrump/status/759509936002957314
Politicians,,"“all talk, no action”",https://twitter.com/realDonaldTrump/status/692171744845664258
Politicians,,"“very stupid, highly incompetent people running our country into the ground”",https://twitter.com/realDonaldTrump/status/692171744845664258
Politicians,,“incompetent”,https://twitter.com/realDonaldTrump/status/633299285971501056
Politicians,,“we are all tired [of them]”,https://twitter.com/realDonaldTrump/status/633299285971501056
Politicians,,“failing”,https://twitter.com/realDonaldTrump/status/626851685986639872
Politicians,,“experts in never facing any consequence”,https://twitter.com/realDonaldTrump/status/624620904836796416
Politicians,,“incompetent”,https://twitter.com/realDonaldTrump/status/623136748718137344
Politicians,,“all talk and no action”,https://twitter.com/realDonaldTrump/status/610784050060632065
Politico,News organization,“in total disarray”,https://twitter.com/realDonaldTrump/status/717433113882787840
Politico,News organization,“almost everybody quitting”,https://twitter.com/realDonaldTrump/status/717433113882787840
